mcp_id,customer_name,email,phone,credit_limit,kyc_date,status,region,industry,country,zip_code,subscription_plan,signup_date,last_login,total_transactions,total_spent,preferred_category,loyalty_points,data
CUST1549,Alvarado LLC,smcmahon@kerr.biz,6540649787,45724,6/23/2025,active,Clayshire,Logistics,Haiti,19569,Basic,10/14/2022,5/28/2025,161,8795.3,Sports,3376,"{""preferred_contact"":""email""}"
CUST1550,Burns-Mejia,francisco69@smith.com,4519481039,8115,6/20/2023,active,Port Helenshire,Logistics,Zimbabwe,94190,Basic,11/18/2020,1/3/2023,4,2823.78,Sports,4666,"{""preferred_contact"":""email""}"
CUST1551,"Brown, Evans and Salazar",oliviahill@davila.com,7906399876,29414,1/9/2024,active,Jamesbury,Agriculture,Barbados,80937,Basic,9/28/2022,3/3/2024,120,15403.8,Grocery,502,"{""preferred_contact"":""email""}"
CUST1552,Herrera-Young,gjuarez@wang.org,6450534106,42877,4/29/2025,active,Knoxborough,Manufacturing,Nauru,3667,Standard,6/12/2023,2/23/2024,151,2898.65,Electronics,2464,"{""preferred_contact"":""email""}"
CUST1553,Sullivan Ltd,piercejessica@ruiz.com,3650129530,16242,7/23/2021,inactive,Rodriguezmouth,Construction,Russian Federation,84192,Standard,3/25/2025,6/14/2025,144,3833.31,Fashion,4843,"{""preferred_contact"":""email""}"
CUST1554,Wright-Moreno,elizabethmunoz@gomez.com,841777764,9543,11/18/2024,inactive,Justinhaven,Retail,Montserrat,35888,Premium,10/14/2021,4/25/2022,39,17298.03,Sports,355,"{""preferred_contact"":""email""}"
CUST1555,"Meyer, Collins and Brooks",luke61@schneider-hall.com,2558650521,42913,5/5/2025,active,West Marcmouth,IT,Brazil,77208,Premium,6/24/2025,10/19/2025,197,114.91,Electronics,941,"{""preferred_contact"":""email""}"
CUST1556,Vargas Ltd,mcdonaldbrandi@johnson.com,9236642736,19341,6/19/2023,inactive,Medinaton,Manufacturing,Niger,29198,Standard,6/18/2022,7/24/2024,109,16429.83,Fashion,2098,"{""preferred_contact"":""email""}"
CUST1557,"Jones, Flores and Wallace",ufrancis@zavala.com,1924090437,14433,1/2/2024,inactive,North Nicholas,Retail,Turks and Caicos Islands,76884,Basic,5/22/2024,11/27/2024,31,8352.54,Fashion,4031,"{""preferred_contact"":""email""}"
CUST1558,"Jones, Aguirre and Brown",vsandoval@rollins.com,5171310351,15643,7/22/2021,active,Hendricksside,Manufacturing,New Caledonia,93011,Standard,3/19/2022,3/24/2025,5,11580.16,Fashion,3251,"{""preferred_contact"":""email""}"
CUST1559,"Gonzalez, Smith and Berry",schmidtkimberly@garcia-cooper.com,6598779927,8749,6/2/2023,inactive,Joyceton,Construction,French Guiana,66238,Standard,8/5/2025,9/27/2025,78,5188.51,Books,2415,"{""preferred_contact"":""email""}"
CUST1560,"Hall, Chan and Johnson",jbrown@howard-watts.com,3368175673,33009,2/23/2023,active,Tiffanyport,Agriculture,Bolivia,74129,Basic,11/24/2023,4/27/2024,59,18396.52,Fashion,2268,"{""preferred_contact"":""email""}"
CUST1561,Jackson-Orr,martinemily@wilson-burns.com,2253825065,7488,2/1/2024,inactive,New Jenniferborough,Logistics,Pitcairn Islands,78340,Standard,12/14/2024,7/21/2025,161,15428.72,Fashion,142,"{""preferred_contact"":""email""}"
CUST1562,"Gibson, Clark and Jones",gabriel37@brown.com,3858711769,23360,5/25/2022,inactive,Henrychester,Retail,Western Sahara,54657,Basic,7/30/2023,8/8/2025,121,14059.43,Electronics,2481,"{""preferred_contact"":""email""}"
CUST1563,"Bowman, Gibbs and Nguyen",briana83@jones.org,7047387897,21834,5/31/2022,active,Tammyview,Agriculture,France,20457,Basic,6/13/2025,6/29/2025,59,18350.84,Grocery,4027,"{""preferred_contact"":""email""}"
CUST1564,"Boyd, Fields and Bennett",lori82@anderson.info,7061061808,41745,1/18/2025,active,Port Amanda,Retail,Ghana,6927,Standard,8/22/2024,6/2/2025,94,5045.43,Electronics,429,"{""preferred_contact"":""email""}"
CUST1565,Jacobs LLC,ashleysmith@hill-lewis.biz,7479894824,45113,8/16/2022,inactive,North Cindy,Retail,Austria,72897,Premium,9/7/2021,4/19/2023,18,8301.18,Grocery,4832,"{""preferred_contact"":""email""}"
CUST1566,Washington PLC,christopherguzman@thomas-kelley.com,492119668,15589,1/6/2021,active,Nicoleville,Agriculture,Saint Kitts and Nevis,90552,Premium,10/28/2024,2/27/2025,109,5603.58,Sports,26,"{""preferred_contact"":""email""}"
CUST1567,Tran LLC,martinronald@anderson.com,2830123880,18694,3/7/2024,inactive,Walshland,IT,Denmark,58135,Standard,10/10/2022,12/12/2022,27,19270.88,Electronics,3918,"{""preferred_contact"":""email""}"
CUST1568,Duran PLC,angelatran@leon-smith.com,3057217141,28462,6/18/2024,inactive,Cheryltown,Logistics,Comoros,5003,Standard,1/28/2024,10/28/2024,131,17764.86,Grocery,244,"{""preferred_contact"":""email""}"
CUST1569,Hall-Bowen,briannaho@martinez.org,5248475084,6047,10/31/2021,inactive,Katieburgh,Construction,Vanuatu,54076,Standard,12/15/2024,4/23/2025,81,13844.02,Sports,4974,"{""preferred_contact"":""email""}"
CUST1570,Collins Ltd,wendygonzalez@fletcher-neal.com,8549179328,24844,3/2/2021,active,New Robert,Energy,Zambia,85755,Standard,1/22/2024,5/30/2024,4,3344.07,Books,3347,"{""preferred_contact"":""email""}"
CUST1571,"Valenzuela, Ortiz and Perez",susan03@ingram.info,2445995303,9284,1/31/2023,active,West Justin,IT,Pitcairn Islands,61192,Premium,4/18/2025,5/3/2025,140,14879.19,Books,4166,"{""preferred_contact"":""email""}"
CUST1572,"Singh, Alvarez and Smith",davidsolis@jackson.com,899293373,10261,4/21/2025,active,New Brenda,Energy,Jordan,64137,Standard,12/10/2022,8/26/2024,50,11521.92,Sports,3023,"{""preferred_contact"":""email""}"
CUST1573,Randall LLC,conleylisa@walker.com,8781460312,44355,2/28/2022,inactive,West Mitchellfurt,Retail,Cambodia,5580,Standard,1/29/2024,9/20/2024,67,1567.51,Grocery,702,"{""preferred_contact"":""email""}"
CUST1574,"Bryan, Hanna and Shannon",xdavis@huang-harper.com,9732899168,33438,11/5/2020,active,Lisaville,Logistics,Sri Lanka,42322,Basic,12/4/2023,11/8/2024,19,6513.35,Sports,3957,"{""preferred_contact"":""email""}"
CUST1575,Jones-Rivera,ntaylor@gonzalez.net,6588414411,38890,6/1/2025,inactive,South Jose,Retail,Iceland,37667,Standard,3/24/2025,7/5/2025,42,19040.9,Electronics,1039,"{""preferred_contact"":""email""}"
CUST1576,"Wright, Martin and Willis",jcarr@gonzales.com,9531267379,34544,12/28/2022,active,Thompsonmouth,Construction,New Zealand,78137,Standard,2/16/2024,9/26/2024,87,11631.26,Electronics,4416,"{""preferred_contact"":""email""}"
CUST1577,Aguilar Inc,elizabeth13@butler-sherman.com,9425156008,37343,1/13/2025,inactive,West Cynthiaville,Manufacturing,Philippines,80932,Premium,11/25/2023,1/1/2025,12,7660.14,Electronics,637,"{""preferred_contact"":""email""}"
CUST1578,Sanchez Group,smithkristine@bradford.org,7703728281,13265,11/12/2023,active,New Ericaport,Manufacturing,Netherlands Antilles,84548,Premium,8/1/2022,5/22/2024,93,8717.39,Electronics,3965,"{""preferred_contact"":""email""}"
CUST1579,Mitchell-Williams,michaelbaker@kirk-beck.com,5555923268,18573,2/26/2022,inactive,South Amanda,IT,Cuba,51186,Standard,7/16/2025,9/8/2025,195,8478.49,Sports,3311,"{""preferred_contact"":""email""}"
CUST1580,Knight LLC,jeffrey17@hall-knight.com,4032409383,12427,1/11/2025,active,East Amyside,IT,Lebanon,27897,Basic,3/15/2022,11/24/2024,167,17568.77,Electronics,4117,"{""preferred_contact"":""email""}"
CUST1581,Valencia LLC,elizabeth49@wilson-phelps.com,9115549546,27984,11/3/2023,inactive,Watsonburgh,Retail,Libyan Arab Jamahiriya,19524,Premium,10/17/2022,12/23/2024,47,14622.96,Grocery,1703,"{""preferred_contact"":""email""}"
CUST1582,Dean-Reed,debbieharper@gutierrez.com,3164167268,18841,6/24/2022,inactive,South Patrickborough,Manufacturing,Iran,39909,Standard,3/1/2024,11/8/2024,157,14455.9,Sports,2886,"{""preferred_contact"":""email""}"
CUST1583,"Rogers, Miller and Wade",acrawford@rios.org,7908310295,28165,8/27/2025,inactive,Samuelhaven,Retail,Brazil,15471,Premium,6/4/2022,3/17/2023,188,16937.39,Sports,4810,"{""preferred_contact"":""email""}"
CUST1584,Castillo and Sons,donaldbuck@reed-garrett.org,5322165305,8648,5/13/2023,active,East Annetteborough,Retail,Gambia,5845,Standard,5/16/2024,4/25/2025,129,9739.85,Sports,1184,"{""preferred_contact"":""email""}"
CUST1585,Lee-Wood,sierrahorn@sampson.com,9403033919,46974,2/23/2022,inactive,Halemouth,IT,San Marino,63887,Basic,12/17/2023,7/29/2024,172,10171.92,Grocery,3663,"{""preferred_contact"":""email""}"
CUST1586,"Reed, Sparks and Price",tconley@dalton.biz,6438349866,37496,9/19/2025,active,New Joanne,Manufacturing,Kazakhstan,88001,Basic,12/3/2021,2/11/2022,45,10158.99,Books,4729,"{""preferred_contact"":""email""}"
CUST1587,Wells Ltd,rmiller@pennington.net,4228062761,27711,12/9/2020,inactive,Lake Harry,Energy,Isle of Man,89760,Basic,2/6/2023,6/29/2024,192,13569.13,Sports,4466,"{""preferred_contact"":""email""}"
CUST1588,"Hicks, Brown and Patterson",charlene24@mclaughlin.com,3360069480,38116,8/31/2024,active,West Carlamouth,Manufacturing,Tunisia,54847,Basic,11/19/2023,4/13/2025,175,16829.21,Sports,3242,"{""preferred_contact"":""email""}"
CUST1589,Sutton-Turner,ogonzalez@parker.info,3211788704,48123,8/27/2024,active,Lake Joshuafurt,Agriculture,Albania,30673,Standard,8/30/2024,8/10/2025,158,15687.72,Grocery,525,"{""preferred_contact"":""email""}"
CUST1590,"Russo, Smith and Lopez",webbpeter@walker.com,195534505,39248,9/24/2021,active,Johnsontown,Manufacturing,Congo,78238,Premium,6/21/2023,10/28/2024,55,7833.21,Books,2752,"{""preferred_contact"":""email""}"
CUST1591,James PLC,gonzalesjohn@white-moore.com,4152002724,45637,5/15/2022,inactive,Sandraborough,Manufacturing,Germany,44048,Standard,3/26/2024,3/27/2024,186,14997.24,Sports,408,"{""preferred_contact"":""email""}"
CUST1592,Hunt-Martin,whitebailey@green-williams.net,9966703519,21686,4/7/2021,active,West Matthewville,Energy,Gibraltar,12851,Premium,10/1/2023,2/6/2025,31,13410.13,Books,378,"{""preferred_contact"":""email""}"
CUST1593,Brady-Thomas,chartman@everett.biz,3847606076,15202,4/20/2021,inactive,Lake Brittanyfurt,Logistics,Gabon,43408,Standard,8/12/2023,10/12/2024,108,12595.42,Grocery,4342,"{""preferred_contact"":""email""}"
CUST1594,Smith Ltd,nwallace@black.com,4987159150,7652,6/7/2024,active,Karenport,Manufacturing,Comoros,94574,Premium,11/25/2024,6/16/2025,106,14788.97,Grocery,2907,"{""preferred_contact"":""email""}"
CUST1595,Harvey-King,michelleriley@west.net,6039030140,44312,1/15/2024,inactive,Higginsstad,Construction,Peru,19088,Standard,6/16/2021,5/5/2023,200,1277,Books,3411,"{""preferred_contact"":""email""}"
CUST1596,"Olson, Ibarra and Nolan",loganmoore@stevens.com,3653228093,45427,12/7/2021,inactive,Geoffreyview,IT,Mali,8079,Standard,12/24/2023,10/24/2024,7,14168.57,Electronics,3296,"{""preferred_contact"":""email""}"
CUST1597,"Erickson, Patel and Newton",jamesclark@nelson.com,3563360136,19001,3/6/2023,inactive,Deanville,Agriculture,Morocco,34342,Standard,12/18/2022,6/29/2024,145,2252.04,Fashion,2511,"{""preferred_contact"":""email""}"
CUST1598,"Ward, Ford and Coleman",ishelton@mitchell-hill.com,3102154827,41778,5/2/2021,inactive,South Lisa,IT,Mali,29498,Basic,8/31/2025,9/18/2025,122,19076.36,Fashion,3352,"{""preferred_contact"":""email""}"
CUST1599,Martin-Lewis,shenderson@robertson.com,395605772,16310,4/12/2024,inactive,Coxstad,Energy,Bangladesh,77221,Premium,11/9/2021,11/14/2022,112,4668.94,Fashion,3508,"{""preferred_contact"":""email""}"
CUST1600,"Martinez, Miller and Taylor",ecollier@hernandez.com,1663276870,27691,6/21/2024,inactive,Marymouth,Agriculture,Colombia,63234,Premium,1/15/2023,9/11/2025,67,5221.11,Sports,762,"{""preferred_contact"":""email""}"
CUST1601,"Marks, Taylor and Wood",randyroman@white.com,4047189913,13250,12/28/2023,active,East Ryanstad,Manufacturing,Tuvalu,71821,Premium,8/29/2022,3/4/2024,53,5262.8,Grocery,238,"{""preferred_contact"":""email""}"
CUST1602,"Lewis, Chavez and Nash",sharonperkins@anderson.com,997497368,29451,10/3/2021,inactive,West Jackie,Energy,Macao,36804,Basic,4/12/2025,5/26/2025,200,12346.89,Grocery,2689,"{""preferred_contact"":""email""}"
CUST1603,Mitchell LLC,whitneyrollins@cuevas.biz,410158837,31293,5/2/2021,inactive,Garrisonborough,IT,Slovenia,46470,Basic,9/24/2022,2/15/2025,149,1697.21,Grocery,277,"{""preferred_contact"":""email""}"
CUST1604,Ruiz Inc,pamelawilliams@johnson.org,3682499836,13282,1/26/2021,active,Lake Loriview,Energy,New Caledonia,68847,Premium,1/20/2024,2/14/2025,56,4238.98,Fashion,818,"{""preferred_contact"":""email""}"
CUST1605,Gordon Group,monicacross@oneal.org,4964046409,15067,9/22/2024,inactive,Lawsonbury,Retail,Moldova,79970,Basic,12/28/2023,1/9/2024,26,17627.74,Books,1324,"{""preferred_contact"":""email""}"
CUST1606,"Griffith, Frye and Hodges",sarahthomas@ward-white.info,3873587082,24834,4/3/2022,inactive,North Kristenberg,Agriculture,Dominican Republic,57500,Basic,2/1/2024,12/22/2024,181,19922.32,Electronics,4707,"{""preferred_contact"":""email""}"
CUST1607,"Norton, Stone and Decker",berrykristine@schaefer.biz,9835845963,36048,11/10/2021,inactive,Simonmouth,Agriculture,Mayotte,81854,Premium,1/18/2022,6/9/2025,85,8358.25,Sports,3783,"{""preferred_contact"":""email""}"
CUST1608,"Moore, Davis and Lopez",natalie47@meyers.com,4446731593,8937,2/9/2022,inactive,East Mariah,Agriculture,Niger,78773,Basic,8/1/2021,2/27/2023,45,1508.85,Grocery,1525,"{""preferred_contact"":""email""}"
CUST1609,"Hall, Travis and Ford",cfields@roberts.net,2375408370,31711,1/3/2025,active,New Katherine,Logistics,Ethiopia,71424,Basic,11/23/2021,2/28/2022,75,6851.07,Sports,885,"{""preferred_contact"":""email""}"
CUST1610,Fisher LLC,lisa78@hurst-owens.com,3573088453,31685,10/18/2021,active,Robertsshire,Energy,Burkina Faso,29224,Standard,1/1/2021,5/6/2022,172,12892.44,Grocery,3779,"{""preferred_contact"":""email""}"
CUST1611,Nguyen Inc,ronald30@conley.com,1841860931,48675,7/16/2024,inactive,Susanport,Agriculture,Philippines,68633,Standard,5/13/2024,8/4/2024,106,12398.27,Fashion,2169,"{""preferred_contact"":""email""}"
CUST1612,"Moore, Baker and Morgan",zberry@taylor.com,6523997635,33498,9/14/2021,active,Angelamouth,Construction,Martinique,50180,Basic,4/25/2021,10/24/2021,160,17980.72,Books,1660,"{""preferred_contact"":""email""}"
CUST1613,Wright-Jones,cmcdowell@moore-andrews.com,6100169378,24832,2/15/2025,active,Port Ashley,Retail,Bahamas,14291,Basic,8/31/2024,5/4/2025,143,18209.46,Sports,1613,"{""preferred_contact"":""email""}"
CUST1614,Maddox-Williams,dyoung@bryant.net,2449337205,49050,4/21/2025,active,Weisshaven,Retail,Malaysia,83607,Standard,11/16/2020,10/12/2024,137,487.53,Electronics,2080,"{""preferred_contact"":""email""}"
CUST1615,Turner Inc,vanessarandall@foley.net,7273835158,21874,12/22/2023,active,Port Stephenhaven,Energy,Micronesia,83595,Standard,3/15/2023,7/22/2025,9,10366.49,Electronics,2845,"{""preferred_contact"":""email""}"
CUST1616,"Burnett, Miller and Adams",melissaramirez@pierce-johnson.org,4470439416,25157,12/12/2021,inactive,Port Sarahborough,Retail,Brunei Darussalam,66006,Basic,2/24/2021,7/25/2021,96,17980.39,Books,2391,"{""preferred_contact"":""email""}"
CUST1617,"Wilcox, Roberts and Jones",julie75@odonnell.com,1659159481,5610,3/2/2024,active,Vargasshire,Manufacturing,Sweden,98633,Standard,6/26/2025,9/30/2025,194,19982.14,Books,50,"{""preferred_contact"":""email""}"
CUST1618,"Steele, Long and Matthews",jdaniels@james.com,5403054941,11269,10/27/2020,active,Norrisberg,Retail,Paraguay,54653,Basic,8/22/2021,12/3/2023,118,19769.29,Electronics,290,"{""preferred_contact"":""email""}"
CUST1619,"Willis, Lewis and Burke",jensendiane@phelps.com,7591201154,42259,1/18/2023,active,West Dawnton,Retail,Sweden,38747,Premium,3/29/2021,8/23/2021,54,3014.58,Sports,766,"{""preferred_contact"":""email""}"
CUST1620,Bell-Mason,irice@phillips.com,6758809241,28317,10/16/2023,inactive,Jamesfurt,Agriculture,Saudi Arabia,54717,Standard,6/26/2022,7/16/2025,125,10270.52,Sports,4830,"{""preferred_contact"":""email""}"
CUST1621,Hays PLC,gwhite@woodard.com,4213757062,23187,7/7/2022,active,South Williamstad,Agriculture,Micronesia,68389,Standard,1/11/2025,5/11/2025,107,14456.13,Grocery,1216,"{""preferred_contact"":""email""}"
CUST1622,Smith-Watson,jeffreywright@martinez.com,2833277830,7992,1/6/2025,active,East Patricia,Agriculture,Pitcairn Islands,9150,Basic,7/26/2021,3/8/2022,85,5880.44,Electronics,2277,"{""preferred_contact"":""email""}"
CUST1623,Meyer LLC,jboone@barnett-richards.org,9235918054,29814,12/25/2024,inactive,South Dannyville,Retail,Papua New Guinea,8581,Standard,6/8/2024,7/26/2025,76,133.66,Grocery,4885,"{""preferred_contact"":""email""}"
CUST1624,"Patterson, Hooper and Smith",rmartin@taylor-johnson.biz,3727075707,29116,2/7/2022,inactive,Michaelhaven,IT,Saint Helena,39372,Basic,7/28/2022,11/19/2024,118,14897.28,Books,4860,"{""preferred_contact"":""email""}"
CUST1625,"Anderson, Williams and Simmons",gholmes@parker-taylor.com,1596036343,33401,6/9/2025,active,Farrellton,Manufacturing,Nicaragua,10847,Standard,3/5/2023,9/17/2023,182,19297.34,Grocery,288,"{""preferred_contact"":""email""}"
CUST1626,Guzman Group,samanthacarr@curtis.biz,1238533326,26043,4/5/2024,inactive,Julieville,Energy,Bouvet Island (Bouvetoya),2780,Basic,1/6/2021,11/29/2021,89,1656.86,Sports,881,"{""preferred_contact"":""email""}"
CUST1627,Higgins-Phelps,vaughanelizabeth@jordan-bailey.info,9640453492,41579,2/28/2022,inactive,Walkerborough,Logistics,Monaco,38872,Basic,9/11/2024,3/10/2025,64,7506.72,Fashion,359,"{""preferred_contact"":""email""}"
CUST1628,Johnson LLC,susan77@rodriguez.com,7924166982,5832,12/22/2024,inactive,Richardport,Logistics,Bouvet Island (Bouvetoya),36844,Basic,3/16/2024,6/10/2024,156,15132.04,Electronics,421,"{""preferred_contact"":""email""}"
CUST1629,"Bradley, Cook and Turner",phillip22@morrow-brown.com,7815601477,30566,9/21/2022,active,Williambury,Manufacturing,Guadeloupe,22193,Premium,3/3/2025,5/13/2025,86,5550.84,Fashion,4914,"{""preferred_contact"":""email""}"
CUST1630,Simon-Bryant,andrewgallagher@jones-decker.com,8767391295,15150,6/20/2022,inactive,Adamston,IT,Sudan,2183,Basic,12/1/2021,8/7/2025,73,17503.12,Sports,4472,"{""preferred_contact"":""email""}"
CUST1631,"Hunt, Escobar and Sanchez",xaustin@anderson.com,2819074954,16158,3/23/2021,active,Port Christophershire,Manufacturing,Bosnia and Herzegovina,49981,Basic,3/22/2023,5/11/2024,75,16349.55,Grocery,3669,"{""preferred_contact"":""email""}"
CUST1632,"Rhodes, Graves and Evans",dianemoore@bennett-lopez.com,3777511132,16316,8/26/2022,active,West Katherineport,Manufacturing,Bouvet Island (Bouvetoya),18123,Basic,4/21/2024,7/14/2024,52,16117.75,Electronics,3385,"{""preferred_contact"":""email""}"
CUST1633,Williams-Jones,waltertaylor@callahan.com,6203861020,44438,1/3/2024,active,Darylborough,Manufacturing,Swaziland,75111,Basic,3/2/2024,4/16/2025,73,6249.37,Electronics,152,"{""preferred_contact"":""email""}"
CUST1634,"Barrera, Pierce and Santos",dawnromero@lewis-rush.com,6933946001,37130,5/13/2023,active,Markview,Construction,Lesotho,48107,Basic,10/15/2025,10/18/2025,191,11523.41,Books,2582,"{""preferred_contact"":""email""}"
CUST1635,"Waters, Welch and Klein",heatherhall@anderson.com,7110053107,24735,6/7/2022,inactive,Kirktown,Agriculture,Australia,19630,Premium,6/12/2023,9/16/2023,184,18453.07,Electronics,3247,"{""preferred_contact"":""email""}"
CUST1636,"Solomon, Taylor and White",campbellsheila@gallegos.net,3295910796,13995,7/20/2022,active,New Maurice,Logistics,Bahrain,93045,Standard,7/9/2023,3/1/2025,115,9554.68,Books,4389,"{""preferred_contact"":""email""}"
CUST1637,"Walls, Austin and Hawkins",ryan62@smith.org,8353361530,30745,12/25/2020,inactive,Foleymouth,IT,Marshall Islands,38441,Standard,9/25/2024,5/19/2025,188,7529.38,Grocery,3983,"{""preferred_contact"":""email""}"
CUST1638,Proctor Ltd,zlong@smith-webb.com,5895102381,21473,6/28/2022,inactive,Chaseborough,Agriculture,Mauritania,8534,Standard,4/19/2024,4/22/2024,196,7458,Electronics,4272,"{""preferred_contact"":""email""}"
CUST1639,Stafford Group,jstone@bernard.biz,5982822469,39231,6/15/2021,inactive,New Jamiebury,Logistics,Poland,75722,Standard,2/22/2023,5/8/2023,63,9843.7,Electronics,2,"{""preferred_contact"":""email""}"
CUST1640,Leach PLC,fdelgado@mullins.com,7779114864,48393,11/29/2022,active,Benjaminborough,Retail,American Samoa,87127,Premium,6/2/2023,10/10/2024,141,19197.61,Grocery,2615,"{""preferred_contact"":""email""}"
CUST1641,Coleman-Allen,kevin13@garza.com,4462386416,20486,10/15/2025,active,Wellsshire,IT,Czech Republic,61145,Premium,10/22/2024,3/29/2025,186,11993.17,Grocery,396,"{""preferred_contact"":""email""}"
CUST1642,Scott Ltd,aguirrebeth@everett.com,1993153136,36419,3/30/2023,inactive,Stephensonshire,Retail,Sudan,29363,Basic,2/2/2022,8/2/2022,76,5990.83,Grocery,1076,"{""preferred_contact"":""email""}"
CUST1643,James LLC,xgray@wilson.com,9707876428,13446,4/13/2022,active,Amandafort,Agriculture,Ireland,54509,Standard,12/14/2022,5/2/2023,156,2406.06,Sports,734,"{""preferred_contact"":""email""}"
CUST1644,Davis-Porter,jenningstina@quinn-sampson.org,3517732281,13892,8/20/2024,inactive,East Williamborough,Manufacturing,Wallis and Futuna,4088,Premium,8/10/2023,5/2/2024,158,7657.08,Sports,1686,"{""preferred_contact"":""email""}"
CUST1645,Nicholson-Carr,bbrown@knapp-hudson.com,5963688443,44966,3/18/2022,active,Lake Joseph,Manufacturing,Palau,92880,Premium,5/8/2022,8/15/2023,136,3496.81,Grocery,2168,"{""preferred_contact"":""email""}"
CUST1646,Hernandez-Stephenson,robert22@goodman.com,8445535901,22823,1/31/2023,inactive,Durhamberg,Manufacturing,Monaco,24843,Premium,10/4/2022,5/25/2023,92,10173.67,Fashion,4888,"{""preferred_contact"":""email""}"
CUST1647,Patel-Sanchez,mark81@young.com,5391458548,14849,4/29/2022,inactive,Perryshire,Agriculture,Dominica,17757,Premium,1/24/2024,5/7/2024,128,919.02,Books,2514,"{""preferred_contact"":""email""}"
CUST1648,Higgins and Sons,debramartinez@myers.net,2454688902,34623,10/29/2024,inactive,North Abigailland,Retail,Nicaragua,45381,Standard,4/20/2024,9/27/2025,63,11316.33,Electronics,513,"{""preferred_contact"":""email""}"
CUST1649,West-Martin,sritter@lucas.com,8053335521,11594,8/5/2022,inactive,Port Lori,Logistics,Malawi,4846,Premium,8/5/2022,1/14/2023,19,19330.13,Electronics,4170,"{""preferred_contact"":""email""}"
CUST1650,Butler-Hartman,thorntoncourtney@farmer.org,5847252898,23275,12/20/2021,active,East Victor,Energy,Belgium,95020,Standard,5/21/2025,6/28/2025,72,12121.62,Grocery,1844,"{""preferred_contact"":""email""}"
CUST1651,Robinson Group,christina61@burns.com,4779874643,20445,4/5/2024,inactive,New Matthew,Manufacturing,Grenada,66970,Standard,8/18/2021,4/15/2022,159,10705.42,Fashion,1692,"{""preferred_contact"":""email""}"
CUST1652,Smith Group,rachel93@green-cannon.com,2673919818,42776,1/9/2024,active,South Suzannemouth,Retail,Ecuador,9664,Basic,2/25/2025,10/5/2025,156,5305.35,Electronics,559,"{""preferred_contact"":""email""}"
CUST1653,Campbell-Fuller,randall08@reed.com,558575279,35400,4/9/2022,active,Timothyton,Retail,French Polynesia,76731,Basic,8/28/2022,6/12/2024,44,18199.74,Grocery,3118,"{""preferred_contact"":""email""}"
CUST1654,Allen LLC,rosechristopher@hicks.com,9164205202,49227,8/9/2025,inactive,Perezmouth,Retail,Saint Kitts and Nevis,93424,Premium,10/11/2023,12/18/2023,95,7366.53,Fashion,3524,"{""preferred_contact"":""email""}"
CUST1655,"Curry, Higgins and Perez",twilliams@murphy-dean.net,4202206935,23322,9/23/2024,inactive,Stantonmouth,Agriculture,Ghana,11702,Premium,4/11/2022,8/28/2022,119,12544.58,Electronics,2343,"{""preferred_contact"":""email""}"
CUST1656,Lee-Hatfield,seancohen@taylor-logan.info,1855954040,45296,4/27/2024,inactive,Lyonsmouth,Construction,Heard Island and McDonald Islands,75433,Standard,11/18/2022,8/11/2024,72,12159.35,Books,2082,"{""preferred_contact"":""email""}"
CUST1657,Diaz Group,hensonlisa@bender.biz,6058495223,6593,2/10/2024,active,Camachoberg,Logistics,Liberia,39546,Standard,9/16/2022,9/28/2024,108,9088.29,Electronics,1899,"{""preferred_contact"":""email""}"
CUST1658,Griffith-Adams,jessica54@smith.com,8499142284,36111,3/3/2021,active,North Matthewstad,Agriculture,Taiwan,90696,Premium,5/19/2021,7/16/2024,151,12227.04,Fashion,1509,"{""preferred_contact"":""email""}"
CUST1659,Richardson-Calhoun,cummingsjeffrey@martin.biz,2954390078,6531,1/15/2021,inactive,Rodriguezside,Construction,Latvia,79945,Premium,4/12/2022,1/23/2024,168,17157.73,Sports,4955,"{""preferred_contact"":""email""}"
CUST1660,Johnson LLC,michaelbrooks@fry.org,7253498892,24442,10/17/2024,active,New Brandyberg,Logistics,Tunisia,42430,Standard,10/14/2025,10/19/2025,32,16782.47,Books,4858,"{""preferred_contact"":""email""}"
CUST1661,Dunn LLC,hensonalejandro@williams.com,9084522702,18146,8/4/2021,inactive,West John,Manufacturing,Romania,15060,Premium,8/3/2024,9/18/2025,153,8454.67,Books,2784,"{""preferred_contact"":""email""}"
CUST1662,"Sanchez, Donaldson and Porter",amy22@gomez.org,8689610681,48873,7/2/2021,active,Scottmouth,Retail,Lebanon,64810,Standard,9/16/2025,10/2/2025,187,5884.49,Books,2316,"{""preferred_contact"":""email""}"
CUST1663,Marshall PLC,pwarren@lawson.com,1562128378,12681,8/25/2022,active,New Crystalville,Energy,North Macedonia,17930,Basic,7/31/2025,9/18/2025,3,16296.77,Electronics,4833,"{""preferred_contact"":""email""}"
CUST1664,Palmer-Thomas,zhardin@ramirez.net,8751708680,47657,10/3/2021,inactive,Washingtonberg,Energy,North Macedonia,80022,Basic,12/23/2023,12/4/2024,146,11679.09,Fashion,159,"{""preferred_contact"":""email""}"
CUST1665,Bean-Huang,tina07@ritter.com,674781211,32275,5/11/2025,inactive,Port Matthewstad,Logistics,Andorra,66060,Basic,9/18/2022,12/14/2022,106,7370.66,Sports,855,"{""preferred_contact"":""email""}"
CUST1666,Jones-Acevedo,isabellarussell@lee-fox.net,1247586180,43947,8/16/2021,inactive,Stevenchester,Retail,Congo,55439,Basic,4/15/2021,1/11/2023,146,12607.58,Books,2308,"{""preferred_contact"":""email""}"
